FID,the_geom,id_healthF,nmHsp_mya,nmHsp_eng,lvlHsp_mya,lvlHsp_eng,bedClass,SR_PCODE,SR_mya,SR,DT_PCODE,DT,TS_PCODE,TS_mya,TS_en,SELF_ADMIN,comment,accuraConf
health_facilities_myanmar2020_v20241016.306,POINT (98.28504800000007 13.104194000000064),hsp_0307,မလိကျွန်းတိုက်နယ်ဆေးရုံ,Ma Li Kyun Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D002,Myeik,MMR006007,ပုလော,Palaw,,,high confidence
health_facilities_myanmar2020_v20241016.307,POINT (98.49334900000008 13.182497000000069),hsp_0308,ပြင်ဘုကြီးတိုက်နယ်ဆေးရုံ,Pyin Bu Gyi Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D002,Myeik,MMR006007,ပုလော,Palaw,,,high confidence
health_facilities_myanmar2020_v20241016.308,POINT (99.01111100000008 12.088802000000044),hsp_0309,တနင်္သာရီမြို့နယ်ဆေးရုံ,Tanintharyi Township Hospital,မြို့နယ်,Township,50,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D002,Myeik,MMR006008,တနင်္သာရီ,Tanintharyi,,,high confidence
health_facilities_myanmar2020_v20241016.309,POINT (99.03868400000005 12.257294000000059),hsp_0310,တကူတိုက်နယ်ဆေးရုံ,Ta Gu Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D002,Myeik,MMR006008,တနင်္သာရီ,Tanintharyi,,,high confidence
health_facilities_myanmar2020_v20241016.310,POINT (99.09585700000008 12.054687000000058),hsp_0311,ညောင်ပင်ကွင်းတိုက်နယ်ဆေးရုံ,Nyaung Pin Kwin Station Hospital,တိုက်နယ်,Station,NA,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D002,Myeik,MMR006008,တနင်္သာရီ,Tanintharyi,,,bestGuess
health_facilities_myanmar2020_v20241016.311,POINT (98.69644000000005 12.375680000000045),hsp_0312,မောတောင်တိုက်နယ်ဆေးရုံ,Maw Taung Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D002,Myeik,MMR006005,မြိတ်,Myeik,,,bestGuess
health_facilities_myanmar2020_v20241016.312,POINT (98.54805900000008 9.993509000000074),hsp_0313,ကော့သောင်းပြည်သူ့ဆေးရုံ,Kawthoung General Hospital,မြို့နယ်,General,100,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D003,Kawthoung,MMR006009,ကော့သောင်း,Kawthoung,,,high confidence
health_facilities_myanmar2020_v20241016.313,POINT (98.50955000000005 10.211851000000024),hsp_0314,ချမ်းဖမ်းတိုက်နယ်ဆေးရုံ,Chan Hpan Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D003,Kawthoung,MMR006009,ကော့သောင်း,Kawthoung,,,high confidence
health_facilities_myanmar2020_v20241016.314,POINT (98.62033400000007 10.346157000000062),hsp_0315,ခမောက်ကြီးတိုက်နယ်ဆေးရုံ,Khamauk Gyi Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D003,Kawthoung,MMR006009,ကော့သောင်း,Kawthoung,,,high confidence
health_facilities_myanmar2020_v20241016.315,POINT (98.48160800000005 10.573419000000058),hsp_0316,အောင်ဘာတိုက်နယ်ဆေးရုံ,Su Nge Bar Laing Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D003,Kawthoung,MMR006009,ကော့သောင်း,Kawthoung,,,high confidence
health_facilities_myanmar2020_v20241016.316,POINT (98.77369100000004 10.441188000000068),hsp_0317,မာရမ်းတိုက်နယ်ဆေးရုံ,Mar Ran Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D003,Kawthoung,MMR006009,ကော့သောင်း,Kawthoung,,,high confidence
health_facilities_myanmar2020_v20241016.317,POINT (98.76187800000008 11.263047000000029),hsp_0318,ဘုတ်ပြင်းမြို့နယ်ဆေးရုံ,Bokpyin Township Hospital,မြို့နယ်,Township,50,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D003,Kawthoung,MMR006010,ဘုတ်ပြင်း,Bokpyin,,,high confidence
health_facilities_myanmar2020_v20241016.318,POINT (99.00157400000006 11.470987000000036),hsp_0319,ပြည်ကြီးမဏ္ဍိုင်တိုက်နယ်ဆေးရုံ,Pyi Gyi Mandaing Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D003,Kawthoung,MMR006010,ဘုတ်ပြင်း,Bokpyin,,,high confidence
health_facilities_myanmar2020_v20241016.319,POINT (98.76254400000005 10.93509400000005),hsp_0320,ကရသူရိတိုက်နယ်ဆေးရုံ,Ka Ra Thuri Station Hospital,တိုက်နယ်,Station,16,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,MMR006D003,Kawthoung,MMR006010,ဘုတ်ပြင်း,Bokpyin,,,high confidence
health_facilities_myanmar2020_v20241016.320,POINT (96.48422000000005 17.33736300000004),hsp_0321,ပဲခူးပြည်သူ့ဆေးရုံကြီး,Bago General Hospital,မြို့နယ်,General,500,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007001,ပဲခူး,Bago,,,high confidence
health_facilities_myanmar2020_v20241016.321,POINT (96.34761500000008 17.504923000000076),hsp_0322,ထန်းတောကြီးတိုက်နယ်ဆေးရုံ,Htan Taw Gyi Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007001,ပဲခူး,Bago,,,high confidence
health_facilities_myanmar2020_v20241016.322,POINT (96.51575000000008 17.477089000000035),hsp_0323,ဘုရားကြီးတိုက်နယ်ဆေးရုံ,Hpa Yar Gyi Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007001,ပဲခူး,Bago,,,high confidence
health_facilities_myanmar2020_v20241016.323,POINT (96.22395200000005 17.634497000000067),hsp_0324,ဇောင်းတူတိုက်နယ်ဆေးရုံ,Zaung Tu Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007001,ပဲခူး,Bago,,,high confidence
health_facilities_myanmar2020_v20241016.324,POINT (96.52720700000003 17.50207800000004),hsp_0325,ဘုရားကလေးတိုက်နယ်ဆေးရုံ,Hpa Yar Ka Lay Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007001,ပဲခူး,Bago,,,high confidence
health_facilities_myanmar2020_v20241016.325,POINT (96.57965600000006 17.28645800000004),hsp_0326,သနပ်ပင်မြို့နယ်ဆေးရုံ,Thanatpin Township Hospital,မြို့နယ်,Township,25,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007002,သနပ်ပင်,Thanatpin,,,high confidence
health_facilities_myanmar2020_v20241016.326,POINT (96.77193200000005 17.24777800000004),hsp_0327,ကုလားချောင်းကြီးတိုက်နယ်ဆေးရုံ,Ku lar Chaung Gyi Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007002,သနပ်ပင်,Thanatpin,,,high confidence
health_facilities_myanmar2020_v20241016.327,POINT (96.61306000000008 17.30949000000004),hsp_0328,ခရမ်းတိုက်နယ်ဆေးရုံ,Kha Yan Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007002,သနပ်ပင်,Thanatpin,,,bestGuess
health_facilities_myanmar2020_v20241016.328,POINT (96.80778400000008 17.335803000000055),hsp_0329,ကျီးပင်စုတိုက်နယ်ဆေးရုံ,Kyee Pin Su Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007002,သနပ်ပင်,Thanatpin,,,high confidence
health_facilities_myanmar2020_v20241016.329,POINT (96.63907600000005 17.347969000000035),hsp_0330,မင်းရွာတိုက်နယ်ဆေးရုံ,Min Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007002,သနပ်ပင်,Thanatpin,,,high confidence
health_facilities_myanmar2020_v20241016.330,POINT (96.45375600000006 17.087712000000067),hsp_0331,ကဝမြို့နယ်ဆေးရုံ,Kawa Township Hospital,မြို့နယ်,Township,25,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007003,ကဝ,Kawa,,,high confidence
health_facilities_myanmar2020_v20241016.331,POINT (96.59311500000007 17.032462000000066),hsp_0332,သက္ကလတိုက်နယ်ဆေးရုံ,Thet Ka La Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007003,ကဝ,Kawa,,,high confidence
health_facilities_myanmar2020_v20241016.332,POINT (96.58604000000008 17.10844000000003),hsp_0333,အုန်းနှဲတိုက်နယ်ဆေးရုံ,Ohn Nae Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007003,ကဝ,Kawa,,,high confidence
health_facilities_myanmar2020_v20241016.333,POINT (96.72146400000008 17.028928000000064),hsp_0334,သရက်ကုန်းတိုက်နယ်ဆေးရုံ,Tha Yet Kone Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007003,ကဝ,Kawa,,,high confidence
health_facilities_myanmar2020_v20241016.334,POINT (96.77468300000004 17.08322000000004),hsp_0335,ဝဲပတန်တိုက်နယ်ဆေးရုံ,Wea Pa Tan Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007003,ကဝ,Kawa,,,high confidence
health_facilities_myanmar2020_v20241016.335,POINT (96.43800900000008 17.06184600000006),hsp_0336,သပြေကန်တိုက်နယ်ဆေးရုံ,Tha Pyay Kan Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007003,ကဝ,Kawa,,,bestGuess
health_facilities_myanmar2020_v20241016.336,POINT (96.39870400000007 17.030621000000053),hsp_0337,သပြုတိုက်နယ်ဆေးရုံ,Tha Byu Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007003,ကဝ,Kawa,,,high confidence
health_facilities_myanmar2020_v20241016.337,POINT (96.67027000000007 17.47153000000003),hsp_0338,ဝေါမြို့နယ်ဆေးရုံ,Waw Township Hospital,မြို့နယ်,Township,25,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007004,ဝေါ,Waw,,,high confidence
health_facilities_myanmar2020_v20241016.338,POINT (96.80408600000004 17.596564000000058),hsp_0339,မြစ်ကျိုးတိုက်နယ်ဆေးရုံ,Myit Cho Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007004,ဝေါ,Waw,,,high confidence
health_facilities_myanmar2020_v20241016.339,POINT (96.89071300000006 17.66527700000006),hsp_0340,သူရဲသမိန်တိုက်နယ်ဆေးရုံ,ThaYethamein Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007004,ဝေါ,Waw,,,probably accurate
health_facilities_myanmar2020_v20241016.340,POINT (96.84279900000007 17.454367000000047),hsp_0341,ညောင်ခါးရှည်တိုက်နယ်ဆေးရုံ,Nyaung Khar Shae Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007004,ဝေါ,Waw,,,high confidence
health_facilities_myanmar2020_v20241016.341,POINT (96.74636600000008 17.40226700000005),hsp_0342,ကဒွတ်တိုက်နယ်ဆေးရုံ,Ka Dut Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007004,ဝေါ,Waw,,,high confidence
health_facilities_myanmar2020_v20241016.342,POINT (96.81906100000003 17.645426000000043),hsp_0343,ဆင်ရွာတိုက်နယ်ဆေးရုံ,Sin Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007004,ဝေါ,Waw,,,high confidence
health_facilities_myanmar2020_v20241016.343,POINT (96.75221500000004 17.574175000000025),hsp_0344,ဖိုးဦးစိန်တိုက်နယ်ဆေးရုံ,Boe U Sein Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007004,ဝေါ,Waw,,,high confidence
health_facilities_myanmar2020_v20241016.344,POINT (96.72079100000008 17.94943500000005),hsp_0345,ညောင်လေးပင်မြို့နယ်ဆေးရုံ,Nyaunglebin Township Hospital,မြို့နယ်,Township,50,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007005,ညောင်လေးပင်,Nyaunglebin,,,high confidence
health_facilities_myanmar2020_v20241016.911,POINT (98.87101600000005 21.954120000000046),hsp_0923,မက်မန်းပြည်သူ့ဆေးရုံ,Matman General Hospital,မြို့နယ်,General,25,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D007,Matman,MMR015024,မက်မန်း,Matman,Wa,,bestGuess
health_facilities_myanmar2020_v20241016.345,POINT (96.84347400000007 17.913928000000055),hsp_0346,မဒေါက်တိုက်နယ်ဆေးရုံ,Madauk Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007005,ညောင်လေးပင်,Nyaunglebin,,,high confidence
health_facilities_myanmar2020_v20241016.346,POINT (96.66877000000005 18.063950000000034),hsp_0347,ပိန်းဇလုပ်တိုက်နယ်ဆေးရုံ,Pein Za Loke Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007005,ညောင်လေးပင်,Nyaunglebin,,,bestGuess
health_facilities_myanmar2020_v20241016.347,POINT (96.70702000000006 17.866369000000077),hsp_0348,ပြွန်တံဆာတိုက်နယ်ဆေးရုံ,Pyuntasa Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007005,ညောင်လေးပင်,Nyaunglebin,,,high confidence
health_facilities_myanmar2020_v20241016.348,POINT (96.60992300000004 18.159827000000064),hsp_0349,ကျောက်တံခါးမြို့နယ်ဆေးရုံ,Kyauktaga Township Hospital,မြို့နယ်,Township,50,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007006,ကျောက်တံခါး,Kyauktaga,,,high confidence
health_facilities_myanmar2020_v20241016.349,POINT (96.55422500000003 18.03914000000003),hsp_0350,ဖဒိုတိုက်နယ်ဆေးရုံ,Hpa Do Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007006,ကျောက်တံခါး,Kyauktaga,,,high confidence
health_facilities_myanmar2020_v20241016.350,POINT (96.55964400000005 18.229052000000024),hsp_0351,ပဲနွယ်ကုန်းတိုက်နယ်ဆေးရုံ,Paenwekone Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007006,ကျောက်တံခါး,Kyauktaga,,,high confidence
health_facilities_myanmar2020_v20241016.351,POINT (96.52520800000008 18.267483000000027),hsp_0352,တောကျွဲအင်းတိုက်နယ်ဆေးရုံ,Taw Kywe Inn Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007006,ကျောက်တံခါး,Kyauktaga,,,high confidence
health_facilities_myanmar2020_v20241016.352,POINT (96.72639500000008 18.115583000000072),hsp_0353,ကညင်ကျိုးတိုက်နယ်ဆေးရုံ,Ka Nyin Kyoe Station Hospital,တိုက်နယ်,Station,16,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago (East),MMR007D001,Bago,MMR007006,ကျောက်တံခါး,Kyauktaga,,,high confidence
